AREACD,P50
E01013697,161500
E01013699,219271
E01013700,200000
E01013694,181500
E01013695,290000
E01032865,181750
E01013711,107500
E01013712,250000
E01013704,345000
E01013703,347750
E01013706,440000
E01013707,272500
E01013705,211250
E01013709,205500
E01013710,178000
E01013702,240750
E01032599,230000
E01013715,
E01013717,148750
E01013718,155000
E01013719,180000
E01013716,217950
E01013720,
E01013713,175000
E01013714,190000
E01013722,125250
E01013721,150000
E01032602,141000
E01013726,132500
E01013728,139000
E01013727,137500
E01013730,125000
E01013731,135000
E01013729,154500
E01013723,
E01013725,132000
E01013735,
E01013736,160000
E01013739,128000
E01013734,201000
E01013733,155000
E01013738,241250
E01013732,162500
E01013737,145000
E01013740,193500
E01013741,180000
E01013747,178000
E01013753,170000
E01013752,
E01013755,
E01013746,
E01013742,
E01013743,
E01013745,
E01013744,172500
E01013750,175000
E01013748,
E01013751,184500
E01013749,198000
E01013754,
E01013761,121000
E01013760,174000
E01013763,165000
E01013758,210000
E01013765,174725
E01013756,185000
E01013766,248000
E01013757,237500
E01013759,277000
E01013762,176000
E01013764,246000
E01013768,174750
E01013773,185000
E01013767,205000
E01013770,205000
E01032597,149500
E01013772,145000
E01013771,230000
E01013779,135000
E01013778,115000
E01013776,136000
E01013775,140750
E01013777,135500
E01013774,141000
E01013782,142500
E01013784,169500
E01013785,231000
E01013780,220000
E01013781,142424
E01013786,171000
E01013783,200000
E01032862,182500
E01032863,205000
E01032867,124500
E01032868,132750
E01032872,110500
E01013787,265000
E01013788,235000
E01013789,590000
E01013790,350000
E01013792,410000
E01013791,297500
E01013793,305000
E01013794,440000
E01013795,445000
E01013797,375000
E01013796,457500
E01013798,303500
E01013799,193750
E01013801,204950
E01013800,203750
E01013802,339975
E01013803,250000
E01013804,275500
E01013805,281500
E01013808,203000
E01013807,295000
E01013806,268000
E01013809,320000
E01013814,128000
E01013815,151500
E01013813,
E01013816,112672
E01013810,87125
E01013811,111000
E01013812,93000
E01013821,95000
E01013819,105250
E01013826,95500
E01013825,117000
E01013817,92000
E01013818,94000
E01013820,89000
E01013822,83000
E01013823,115000
E01013824,100000
E01013835,125000
E01013836,118750
E01013831,152000
E01013828,124250
E01013827,117000
E01013830,141000
E01013834,115000
E01013829,123500
E01013832,110000
E01013833,120000
E01013838,150000
E01013840,136750
E01013839,93000
E01013843,105000
E01013841,99000
E01013844,92000
E01013842,103250
E01013847,165000
E01013845,83000
E01013846,100000
E01013837,166500
E01032621,128750
E01013852,128000
E01013850,115000
E01013854,102000
E01013855,90000
E01013856,109500
E01033397,127000
E01033398,90000
E01013851,85000
E01013849,108000
E01013853,125000
E01013866,125000
E01013858,125000
E01013868,120000
E01013861,88925
E01013860,125000
E01013859,126500
E01013863,171250
E01013862,210000
E01013864,239995
E01013865,95000
E01013867,100500
E01013872,128000
E01013874,143500
E01013871,118000
E01013870,130000
E01013873,130000
E01033400,186250
E01013880,92000
E01013885,90000
E01013877,83500
E01013875,148000
E01013881,101500
E01013879,95000
E01013882,92000
E01013883,115000
E01013884,107500
E01013878,125000
E01013876,115500
E01013889,147000
E01013890,112500
E01013888,137750
E01013891,125000
E01013892,195750
E01013893,116000
E01013886,105000
E01013887,190000
E01013894,163500
E01013903,215558
E01013896,137500
E01013897,123500
E01013899,132000
E01013901,260000
E01013902,220000
E01013895,200000
E01013898,132000
E01013900,120000
E01013911,129250
E01013910,130000
E01013908,132500
E01013909,115000
E01013906,124975
E01013907,130000
E01013905,122988
E01013904,132500
E01013912,149500
E01013916,112750
E01013917,130750
E01013915,177500
E01013921,97500
E01013914,192000
E01013913,170450
E01013918,94000
E01013920,144000
E01013919,105000
E01033410,130000
E01033408,176500
E01013926,137000
E01013924,
E01013928,126250
E01013932,243000
E01013933,125500
E01013929,190000
E01013931,255995
E01013934,178750
E01013930,150000
E01013937,188750
E01013938,250000
E01013943,175000
E01013940,112750
E01013939,131750
E01013942,97000
E01013941,162225
E01013935,170750
E01013936,114500
E01032522,228000
E01013944,109000
E01013945,90250
E01013947,87500
E01033404,120000
E01032520,222500
E01013953,148000
E01033396,
E01013948,
E01013957,91000
E01013958,103000
E01013959,87050
E01013960,100000
E01013962,103500
E01013961,198000
E01033411,103500
E01013954,110000
E01033399,
E01033409,
E01033401,134998
E01013972,172500
E01013965,150000
E01013966,140500
E01013967,144950
E01013969,148750
E01013970,150000
E01013968,226600
E01013971,163000
E01013963,105000
E01013964,195000
E01013976,127500
E01013973,131000
E01013974,205000
E01013975,216500
E01013985,236750
E01013982,438750
E01013977,247950
E01013979,248000
E01013983,170000
E01013984,287000
E01013981,280000
E01013978,240750
E01013980,230000
E01033395,98000
E01033402,120500
E01033403,150000
E01033405,88000
E01033406,130000
E01033407,132250
E01013988,255620
E01013986,164750
E01013987,266950
E01013989,172000
E01013991,407500
E01013990,315000
E01013992,154975
E01013996,187500
E01013997,212500
E01013994,165250
E01013995,161500
E01013993,147000
E01013998,303500
E01013999,317000
E01014000,310000
E01014001,243000
E01014002,248500
E01014003,160250
E01014005,155000
E01014004,372500
E01014006,344000
E01014007,280000
E01014009,350000
E01014008,302500
E01014010,167500
E01014011,167000
E01014012,250000
E01014013,205000
E01014015,290000
E01014014,290000
E01014017,315000
E01014016,385000
E01014019,267500
E01014018,343250
E01014021,245000
E01014020,376250
E01014022,294998
E01014023,285000
E01014025,283600
E01014024,306250
E01014026,259000
E01014027,350000
E01014029,400000
E01014028,415000
E01014030,380000
E01014031,354000
E01014032,320000
E01014034,149000
E01014033,248000
E01014036,281000
E01014038,255500
E01014040,185750
E01014039,217000
E01014035,181500
E01014037,250000
E01014042,142500
E01014041,164000
E01014043,208500
E01014044,192000
E01014048,172500
E01014045,178000
E01014047,171850
E01014046,229950
E01014049,275500
E01014050,356250
E01014051,249950
E01014052,418750
E01014053,315000
E01014054,460000
E01014056,270000
E01014055,312000
E01014058,390000
E01014057,350000
E01014059,342500
E01014060,295000
E01014063,206000
E01014061,251995
E01014062,158000
E01014066,195000
E01014067,199950
E01014064,135000
E01014065,181750
E01014069,167750
E01014070,200000
E01014073,152500
E01014072,191000
E01014074,157475
E01014071,145000
E01014068,184950
E01014077,205500
E01014078,182000
E01014076,175000
E01014075,231000
E01014080,252500
E01014079,313000
E01014082,208000
E01014081,345000
E01014089,204500
E01014085,292495
E01014084,191000
E01014083,233500
E01014086,153750
E01014088,171000
E01014087,157000
E01014093,255000
E01014092,182500
E01014095,167500
E01014091,249950
E01014094,247500
E01014090,239250
E01014096,314000
E01014097,292500
E01014099,325000
E01014098,237000
E01014101,408125
E01014100,300000
E01014102,247500
E01014103,207500
E01014104,126250
E01014105,112000
E01014109,112500
E01014107,170000
E01014106,98000
E01014108,88000
E01014110,87000
E01014112,240975
E01014111,279500
E01014113,102500
E01014114,238500
E01014115,88950
E01014117,235000
E01014118,83500
E01014116,109250
E01014123,141000
E01014122,109000
E01014121,128500
E01014120,121000
E01014124,110000
E01014119,174000
E01014126,107500
E01014125,99950
E01014127,97750
E01014128,149950
E01014130,163000
E01014129,148500
E01014131,372500
E01014132,257500
E01014134,199950
E01014133,215000
E01014136,272500
E01014135,285225
E01014141,162495
E01014139,112500
E01014140,112500
E01014142,82000
E01014143,139000
E01014137,202498
E01014138,152500
E01014144,114500
E01014145,144000
E01014146,191995
E01014147,179950
E01014148,175000
E01014149,262725
E01014154,147000
E01014155,125250
E01014150,187500
E01014153,139000
E01014151,115000
E01014152,161500
E01014157,200000
E01014156,175950
E01014158,148000
E01014160,186000
E01014159,124998
E01014162,127000
E01014161,131500
E01014166,125500
E01014165,90000
E01014163,138450
E01014164,105500
E01014170,160000
E01014167,191500
E01014169,133375
E01014168,230000
E01014172,195000
E01014171,167500
E01014174,249000
E01014173,153000
E01014176,183500
E01014175,199995
E01014178,166250
E01014177,184750
E01014180,155000
E01014179,163750
E01014184,175000
E01014181,263750
E01014183,255000
E01014182,255000
E01014186,126500
E01014185,131000
E01014188,134000
E01014187,125000
E01014190,231500
E01014189,155000
E01014195,193000
E01014191,103500
E01014192,110500
E01014194,104000
E01014193,113000
E01014196,124500
E01014197,86000
E01014200,93500
E01014199,116000
E01014198,126750
E01014201,82000
E01014202,250000
E01014204,287000
E01014203,180000
E01014209,120000
E01014208,143975
E01014207,144750
E01014205,148500
E01014206,127500
E01014217,86000
E01014211,89500
E01014210,94500
E01014213,86000
E01014216,148000
E01014214,235000
E01014215,105000
E01014212,172495
E01014222,82500
E01014224,
E01014225,138500
E01014218,85000
E01014221,85000
E01014220,83000
E01014223,85000
E01014219,114725
E01033216,109000
E01014231,149995
E01014230,96125
E01014226,96000
E01014229,115000
E01014228,124000
E01014234,96500
E01014235,165000
E01014237,87475
E01014238,
E01014239,125000
E01014240,129000
E01014236,253250
E01014233,141000
E01014248,70000
E01014246,72000
E01014241,78000
E01014242,80000
E01014244,70500
E01014245,118500
E01014247,55500
E01014243,131000
E01014249,55000
E01014253,133250
E01014255,87500
E01014256,66500
E01014254,55000
E01014250,68975
E01014252,87500
E01014251,54500
E01014263,95500
E01014262,102500
E01014264,167000
E01014257,130000
E01014258,173000
E01014259,116250
E01014260,104750
E01014261,94000
E01014269,90500
E01014270,130000
E01014265,144875
E01014268,132250
E01014271,123000
E01014272,139000
E01014266,69000
E01014267,116000
E01014273,61750
E01014279,75000
E01014280,112500
E01014274,72000
E01014276,67000
E01014278,79000
E01014277,80000
E01014275,76000
E01014286,70000
E01014281,65000
E01014284,88000
E01014283,83975
E01014282,113000
E01014285,91100
E01014287,91500
E01014294,105000
E01014290,140000
E01014288,91000
E01014292,110000
E01014295,149000
E01014291,172450
E01014289,115000
E01014293,97475
E01014301,140000
E01014300,72000
E01014299,118500
E01014303,120000
E01014302,79000
E01014304,124000
E01014297,123000
E01014296,111400
E01014298,93250
E01014310,190998
E01014308,135000
E01014307,70000
E01014312,126500
E01014311,122500
E01014309,118000
E01014306,60250
E01014305,84250
E01014313,100750
E01014314,220000
E01014317,108000
E01014318,195500
E01014315,164000
E01014319,146475
E01014320,197475
E01014322,89000
E01014321,94500
E01014316,93500
E01014330,68800
E01014326,148000
E01014325,164500
E01014323,71000
E01014329,88000
E01014324,122500
E01014327,77000
E01014328,67750
E01014332,135250
E01014336,79500
E01014333,126500
E01014334,127500
E01014337,108625
E01014335,155000
E01014331,88500
E01014339,72000
E01014345,69000
E01014340,112000
E01014341,116500
E01014344,137000
E01014343,90500
E01014342,113000
E01014338,139975
E01014347,182475
E01014350,235000
E01014351,187500
E01014352,245000
E01014346,153500
E01014353,110500
E01014348,188000
E01014349,175000
E01014355,104995
E01014356,70000
E01014357,86250
E01014360,188998
E01014358,91750
E01014361,54000
E01014354,65500
E01014359,129000
E01014366,91500
E01014367,102500
E01014362,140000
E01014364,120975
E01014368,62000
E01014369,147500
E01014363,155000
E01014365,149475
E01014370,303000
E01014371,460000
E01014372,318000
E01014377,527500
E01014374,463500
E01014373,275000
E01014375,391975
E01014376,572500
E01033078,415000
E01033079,417850
E01014379,517500
E01014380,617500
E01014381,725000
E01014382,493000
E01014383,520000
E01014384,342500
E01014385,337500
E01014386,320000
E01014388,560000
E01014389,385000
E01014390,235000
E01014387,440000
E01014392,550000
E01014391,335000
E01014394,307500
E01014393,292475
E01014395,437000
E01014398,315000
E01014397,374750
E01014396,195000
E01014400,326500
E01014401,260000
E01014399,345000
E01014403,225000
E01014402,288495
E01014404,252000
E01014407,455000
E01014405,400000
E01033080,403500
E01014410,400000
E01014411,421000
E01014409,380000
E01014412,455000
E01014413,663748
E01014414,302500
E01014417,540000
E01014415,570000
E01014416,450000
E01014419,350000
E01014418,427500
E01014421,323350
E01014420,184000
E01014422,286000
E01014423,183000
E01014426,225500
E01014425,255000
E01014424,316995
E01014427,347500
E01014430,460000
E01014428,578500
E01014429,430000
E01014433,296000
E01014431,251000
E01014432,305000
E01014434,319250
E01014438,331000
E01014437,297625
E01014435,345000
E01014436,450000
E01014441,223000
E01014440,207500
E01014439,228975
E01014444,295000
E01014445,206250
E01014442,255000
E01014443,255750
E01014446,382500
E01014447,345998
E01014448,189950
E01014449,211250
E01014450,193000
E01014451,164995
E01014452,415000
E01014453,466500
E01014454,442475
E01014457,355000
E01014455,307500
E01014458,233750
E01014456,265000
E01014460,295000
E01014459,285000
E01014461,254562
E01014463,213475
E01014464,208000
E01014462,225000
E01014468,305000
E01014465,412500
E01014466,402500
E01014467,277500
E01014470,207500
E01014471,189950
E01014469,197500
E01014472,236000
E01014474,265750
E01014475,455000
E01014473,332500
E01014476,345000
E01014477,406500
E01014480,235000
E01014478,292000
E01014479,474700
E01014482,829500
E01014484,415000
E01014481,485000
E01014483,365500
E01014485,324500
E01033348,135000
E01033366,105000
E01014486,295000
E01014491,297500
E01014487,362500
E01014488,423775
E01014489,285000
E01014495,215000
E01014493,229000
E01014497,203000
E01014499,205000
E01014492,220000
E01014494,260000
E01014496,184000
E01014498,208500
E01014504,335179
E01033362,215000
E01033364,305000
E01014505,328450
E01014506,345000
E01014502,319280
E01014501,266500
E01014500,267500
E01014509,295000
E01014508,331750
E01014514,425000
E01014513,497500
E01014507,520000
E01014510,365375
E01014511,585000
E01014512,605500
E01014521,236250
E01014522,220375
E01014516,190000
E01014515,262250
E01014517,185000
E01014518,244500
E01014520,280000
E01014519,266875
E01014523,249950
E01014527,241000
E01014530,230500
E01014526,225000
E01014528,233616
E01014529,208500
E01014524,240000
E01014525,278500
E01014532,284000
E01014536,205000
E01014535,281000
E01014534,300000
E01014537,229000
E01014531,297500
E01014533,315000
E01033367,270000
E01014538,305000
E01014539,356600
E01014542,276000
E01033342,223750
E01033344,285500
E01014540,308750
E01033350,272500
E01014548,290000
E01014550,415500
E01014546,281500
E01014547,506000
E01014549,341250
E01014544,543750
E01014545,417500
E01014556,390000
E01014555,321250
E01014554,380000
E01014551,387500
E01014553,425000
E01014552,335000
E01014563,301000
E01014557,408525
E01014559,557500
E01014560,410000
E01014558,325000
E01014561,340000
E01014562,375000
E01014570,300000
E01014565,272000
E01014569,300000
E01014568,282500
E01014564,285500
E01014566,261500
E01014567,249998
E01014573,259000
E01014576,249000
E01014571,260000
E01014574,199500
E01014575,229750
E01014577,267000
E01014572,232500
E01014581,184000
E01014582,203750
E01014578,223000
E01014579,203375
E01014584,196000
E01014585,166000
E01014583,194000
E01014580,180000
E01014588,240000
E01014587,250000
E01014592,268000
E01014591,284000
E01014589,228500
E01014586,252500
E01014590,296998
E01014597,185000
E01014599,245000
E01014593,195000
E01014600,221000
E01014594,190000
E01014596,191000
E01014595,199995
E01014598,233998
E01014603,230000
E01032516,272500
E01014605,192500
E01014601,249000
E01014602,195000
E01032517,186250
E01014613,228000
E01014609,221000
E01014607,229000
E01014608,211000
E01014614,264750
E01014610,162500
E01014611,283000
E01014612,209995
E01014616,375000
E01014620,595000
E01014619,560000
E01014621,650000
E01014617,524500
E01014618,500000
E01014615,530000
E01014623,250000
E01014622,235000
E01014626,220000
E01014624,231555
E01014627,244000
E01032519,255000
E01032518,230000
E01014629,239950
